  1035.65625     2.02263     0.98787     2.56098     0.36708     0.33678     0.29729 -4.2049E-03
  1035.68750     2.03409     0.99837     2.57024     0.36629     0.33532     0.29529 -4.2049E-03
  1035.71875     2.04553     1.00883     2.57944     0.36551     0.33385     0.29331 -4.2050E-03
  1035.75000     2.05694     1.01924     2.58857     0.36474     0.33239     0.29135 -4.2051E-03
  1035.78125     2.06832     1.02960     2.59765     0.36398     0.33094     0.28940 -4.2052E-03
  1035.81250     2.07968     1.03992     2.60666     0.36323     0.32948     0.28748 -4.2052E-03
  1035.84375     2.09102     1.05020     2.61561     0.36248     0.32804     0.28558 -4.2053E-03
  1035.87500     2.10234     1.06043     2.62451     0.36175     0.32660     0.28369 -4.2054E-03
  1035.90625     2.11363     1.07061     2.63335     0.36103     0.32516     0.28182 -4.2054E-03
  1035.93750     2.12490     1.08075     2.64212     0.36032     0.32372     0.27997 -4.2055E-03
  1035.96875     2.13615     1.09084     2.65084     0.35961     0.32229     0.27814 -4.2056E-03
  1036.00000     2.14738     1.10089     2.65951     0.35892     0.32087     0.27632 -4.2057E-03
  1036.03125     2.15859     1.11090     2.66811     0.35823     0.31945     0.27452 -4.2057E-03
  1036.06250     2.16977     1.12086     2.67666     0.35755     0.31803     0.27274 -4.2058E-03
  1036.09375     2.18093     1.13077     2.68516     0.35688     0.31662     0.27097 -4.2059E-03
  1036.12500     2.19208     1.14065     2.69360     0.35622     0.31521     0.26922 -4.2060E-03
  1036.15625     2.20320     1.15047     2.70199     0.35557     0.31380     0.26749 -4.2060E-03
  1036.18750     2.21430     1.16026     2.71032     0.35492     0.31240     0.26577 -4.2061E-03
  1036.21875     2.22538     1.17000     2.71860     0.35428     0.31101     0.26406 -4.2062E-03
  1036.25000     2.23644     1.17970     2.72682     0.35365     0.30962     0.26238 -4.2063E-03
  1036.28125     2.24748     1.18935     2.73500     0.35303     0.30823     0.26070 -4.2063E-03
  1036.31250     2.25850     1.19896     2.74312     0.35241     0.30685     0.25904 -4.2064E-03
  1036.34375     2.26951     1.20853     2.75119     0.35180     0.30547     0.25740 -4.2065E-03
  1036.37500     2.28049     1.21805     2.75920     0.35120     0.30409     0.25576 -4.2066E-03
  1036.40625     2.29146     1.22753     2.76717     0.35060     0.30272     0.25415 -4.2067E-03
  1036.43750     2.30240     1.23697     2.77509     0.35001     0.30135     0.25254 -4.2067E-03
  1036.46875     2.31333     1.24637     2.78296     0.34943     0.29999     0.25095 -4.2068E-03
  1036.50000     2.32424     1.25572     2.79077     0.34885     0.29863     0.24937 -4.2069E-03
